Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Con cámara de retroceso,Kilómetros,Precio,Tipo de vendedor,HP,Tracción
renault,duster,2013.0,luxe,Verde,Nafta,5.0,manual,2.0,,117000.0,12800.0,concesionaria,138.0,4x4
dodge,journey,2012.0,sxt techo 3filas,Negro,Nafta,5.0,automatica,2.4,,236000.0,12700.0,concesionaria,,
toyota,hiluxsw4,2018.0,srx,Blanco,Diésel,5.0,automatica,2.8,,128000.0,37500.0,particular,177.0,4x4
nissan,kicks,2025.0,advance plus,Blanco,Nafta,5.0,automatica,1.6,1,0.0,27112.0,concesionaria,,
ford,ecosport,2015.0,titanium,Blanco,Nafta,5.0,manual,2.0,,50000.0,16700.0,concesionaria,143.0,4x2
renault,koleos,2011.0,dynamique,Gris,Nafta,5.0,manual,2.5,,210000.0,10900.0,concesionaria,,4x4
chevrolet,equinox,2023.0,premier,Blanco,Nafta,5.0,,1.5,1,10000.0,42000.0,particular,,4x4
toyota,sw4,2012.0,srv cuero i 4at,Negro,Diésel,5.0,,3.0,,105000.0,32000.0,particular,171.0,4x4
toyota,corollacross,2023.0,seg ecvt,Blanco,Híbrido,5.0,,1.8,,35764.0,35650.0,tienda,,
honda,crv,2017.0,lx,Marrón,Nafta,5.0,automatica,2.4,1,190000.0,23000.0,particular,175.0,4x2
volkswagen,tcross,2021.0,trendlinde,Blanco,Nafta,5.0,manual,1.6,0,119000.0,22000.0,particular,,
nissan,kicks,2025.0,advance plus,Gris,Nafta,5.0,automatica,1.6,1,1000.0,27200.0,particular,,
audi,q2,2018.0,tfsi serie,Gris oscuro,Nafta,5.0,,1.4,0,96400.0,29900.0,concesionaria,150.0,
volkswagen,tcross,2020.0,highline,Azul,Nafta,5.0,automatica,1.6,,89700.0,23120.0,concesionaria,,
nissan,kicks,2020.0,exclusive,Rojo,Nafta,5.0,automatica,1.6,,80000.0,19760.0,concesionaria,,
chevrolet,tracker,2017.0,ltz,Azul,Nafta,5.0,manual,1.8,,60000.0,15920.0,concesionaria,,
jeep,renegade,2018.0,sport,Gris,Nafta,5.0,manual,1.8,1,110000.0,17500.0,particular,,
chevrolet,tracker,2017.0,ltz,Negro,Nafta,5.0,automatica,1.8,,120000.0,15920.0,concesionaria,140.0,4x4
toyota,rav4,2012.0,,Blanco,Nafta,5.0,automatica,2.4,,180000.0,13500.0,concesionaria,,4x2
citroen,c3aircross,2025.0,shine turbo 200 bitono,Rojo,Nafta,5.0,automatica,1.0,1,0.0,25688.0,tienda,,
ford,ecosport,2016.0,titanium,Negro,Nafta,5.0,manual,1.6,,174000.0,14500.0,tienda,110.0,4x2
ford,ecosport,2021.0,gdi titanium,Gris,Nafta,5.0,,2.0,,64200.0,21000.0,particular,170.0,4x2
ssangyong,actyon,2012.0,equipamiento,Negro,Nafta,5.0,manual,2.3,,135000.0,7500.0,particular,150.0,4x2
toyota,hiluxsw4,2017.0,srx,Gris,Diésel,5.0,automatica,2.8,,152300.0,35900.0,concesionaria,177.0,4x4
jeep,grandcherokee,2014.0,overland,Azul,Nafta,5.0,automatica,3.6,1,140000.0,28500.0,concesionaria,286.0,
renault,captur,2022.0,intens,Gris,Nafta,5.0,automatica,1.6,1,26000.0,24000.0,particular,,
volkswagen,nivus,2024.0,tsi 200 comfortline,Gris,Nafta,5.0,,1.0,1,1000.0,23280.0,particular,,
renault,duster,2018.0,ph2 privilege,Gris,Nafta,5.0,manual,1.6,,80000.0,14880.0,concesionaria,,4x2
peugeot,2008,2025.0,active,Gris,Nafta,5.0,,1.0,,0.0,26640.0,tienda,,
audi,q7,2025.0,tfsi sline,Gris,Nafta,5.0,,3.0,1,0.0,151900.0,tienda,,4x4
jeep,compass,2024.0,t270 limited,Negro,Nafta,5.0,automatica,1.3,1,5000.0,40000.0,particular,,4x2
jeep,renegade,2021.0,sport plus,Blanco,Nafta,5.0,manual,1.8,,95000.0,19400.0,tienda,,
nissan,kicks,2021.0,advance,Bordó,Nafta,5.0,manual,1.6,0,52100.0,20400.0,concesionaria,120.0,
toyota,corollacross,2025.0,seg,Gris,Nafta,5.0,automatica,2.0,,2000.0,41000.0,particular,,
bmw,x6,2012.0,35i sportive,,Nafta,5.0,,3.0,,160000.0,38900.0,particular,306.0,4x4
jeep,wrangler,2025.0,rubicon,Negro,Nafta,,automatica,2.0,,0.0,120000.0,tienda,272.0,
suzuki,grandvitara,2007.0,,Gris,Nafta,5.0,manual,2.0,,292000.0,9500.0,particular,,
nissan,kicks,2024.0,advance l22,Gris,Nafta,5.0,automatica,1.6,1,34200.0,26720.0,tienda,,
jeep,wrangler,2010.0,unlimited mtx,Gris,Nafta,3.0,manual,3.6,1,138000.0,42900.0,concesionaria,284.0,
peugeot,2008,2025.0,gt,Negro,Nafta,5.0,,1.0,,0.0,30240.0,concesionaria,,
audi,q5,2020.0,tfsi,Gris,Nafta,5.0,automatica,2.0,,92000.0,60000.0,concesionaria,252.0,
ford,ecosport,2015.0,se,Beige,Nafta,5.0,manual,1.6,,115000.0,12000.0,concesionaria,110.0,4x2
toyota,rav4,2011.0,,Marrón,Nafta,5.0,automatica,2.4,1,140000.0,18400.0,concesionaria,,4x2
chevrolet,tracker,2024.0,premier turbo,Negro,Nafta,5.0,automatica,1.2,,0.0,23120.0,tienda,,
mercedesbenz,claseglc,2020.0,glc250 300,Blanco,Nafta,5.0,automatica,2.0,0,64000.0,64500.0,tienda,,4x4
peugeot,2008,2025.0,active,Plateado,Nafta,5.0,,1.0,1,0.0,28400.0,tienda,,
kia,soul,2010.0,rock 5mt,Gris,Nafta,5.0,manual,1.6,1,142000.0,10899.0,particular,,
ford,territory,2025.0,ecoboost titanium,Gris,Nafta,5.0,automatica,1.8,1,500.0,43000.0,particular,,
ford,ecosport,2019.0,se,Azul,Nafta,5.0,,1.5,,73700.0,18000.0,concesionaria,,
jeep,compass,2025.0,t270 series,Negro,Nafta,5.0,automatica,1.3,1,0.0,36400.0,tienda,,4x2
chevrolet,tracker,2024.0,turbo,Gris,Nafta,5.0,automatica,1.2,,0.0,25856.0,concesionaria,,
chevrolet,tracker,2023.0,ltz,Blanco,Nafta,5.0,automatica,1.2,1,35756.0,23600.0,tienda,,
toyota,corollacross,2024.0,xli,Blanco,Nafta,5.0,automatica,2.0,,0.0,39500.0,concesionaria,,
peugeot,2008,2020.0,thp sport tip,Blanco,Nafta,5.0,,1.6,,20816.0,17440.0,concesionaria,,
volkswagen,nivus,2022.0,tsi 170 confortline,Blanco,Nafta,5.0,manual,1.0,1,49500.0,22500.0,particular,,
baic,x55,2025.0,elite,Azul,Nafta,5.0,automatica,1.5,,0.0,39312.0,concesionaria,,
volkswagen,taos,2025.0,250 tsi highline,Negro,Nafta,5.0,,1.4,,0.0,33600.0,tienda,,
subaru,outback,2012.0,25i 5d,Celeste,Nafta,5.0,automatica,2.5,,164000.0,14000.0,particular,,
mercedesbenz,clasegla,2017.0,gla200 urban,Gris,Nafta,5.0,,1.6,,58000.0,30900.0,concesionaria,156.0,
chevrolet,tracker,2020.0,turbo,Gris,Nafta,5.0,manual,1.2,,77000.0,16800.0,concesionaria,,
renault,duster,2022.0,iconic,Blanco,Nafta,5.0,automatica,1.3,1,35000.0,21840.0,concesionaria,,
renault,duster,2020.0,ph2 privilege,Rojo,Nafta,5.0,manual,1.6,,55000.0,18320.0,concesionaria,110.0,4x2
volkswagen,tcross,2021.0,trendlinde,Gris,Nafta,5.0,manual,1.6,,31900.0,19120.0,tienda,,
volkswagen,tcross,2025.0,200 tsi highline bitono,Blanco,Nafta,5.0,automatica,1.0,,0.0,25600.0,tienda,,
chevrolet,tracker,2017.0,ltz,Gris,Nafta,5.0,automatica,1.8,,119000.0,16500.0,concesionaria,140.0,4x4
citroen,c4cactus,2019.0,vti 115 shine bi tono,Blanco,Nafta,5.0,automatica,1.6,,77000.0,13600.0,concesionaria,,
chevrolet,trailblazer,2020.0,nueva ltz tdci,Blanco,Diésel,5.0,,2.8,,64000.0,36800.0,particular,200.0,
baic,x35,2023.0,luxury,Marrón,Nafta,5.0,automatica,1.5,1,0.0,27500.0,tienda,,
volkswagen,tcross,2025.0,200 tsi trendline,Gris,Nafta,5.0,automatica,1.0,,0.0,24856.0,tienda,,
peugeot,2008,2025.0,active,Blanco,Nafta,5.0,,1.0,,0.0,12800.0,tienda,,
mercedesbenz,clasegla,2023.0,gla200 urban,Negro,Nafta,5.0,,1.6,,11000.0,56500.0,particular,156.0,
nissan,kicks,2021.0,exclusive,Gris,Nafta,5.0,automatica,1.6,,54000.0,21600.0,particular,,
audi,q5,2019.0,tfsi security,Negro,Nafta,5.0,automatica,2.0,,78000.0,45800.0,concesionaria,252.0,4x4
toyota,hiluxsw4,2013.0,srv i,Blanco,Diésel,5.0,manual,3.0,,274700.0,26400.0,tienda,171.0,4x4
ford,ecosport,2011.0,my10 xl plus mp3,Dorado,Nafta,5.0,manual,1.6,0,160000.0,8800.0,particular,,4x2
chevrolet,tracker,2024.0,turbo,Gris,Nafta,5.0,automatica,1.2,,12000.0,24800.0,concesionaria,,
toyota,corollacross,2022.0,seg,Azul,Nafta,5.0,automatica,2.0,,75000.0,30400.0,particular,,
ford,ecosport,2015.0,titanium,Gris,Nafta,5.0,manual,2.0,,97000.0,14320.0,particular,143.0,4x2
toyota,hiluxsw4,2022.0,tdi diamante ii,,Diésel,5.0,automatica,2.8,,25000.0,62000.0,particular,,4x4
renault,duster,2014.0,tech road,Negro,Nafta,5.0,manual,2.0,,155000.0,13200.0,particular,138.0,4x4
chevrolet,tracker,2025.0,suv rs turbo velocidades,Gris,Nafta,5.0,,1.2,,0.0,27360.0,tienda,132.0,
audi,q5,2012.0,i,Gris,Diésel,5.0,automatica,2.0,,138000.0,22500.0,particular,170.0,4x4
toyota,hiluxsw4,2022.0,tdi diamante ii,Negro,Diésel,,automatica,2.8,,57000.0,50400.0,particular,,4x4
jeep,renegade,2020.0,longitude,Azul,Nafta,5.0,automatica,2.4,1,67000.0,22400.0,tienda,,
renault,dusteroroch,2021.0,dynamique,Rojo,Nafta,,manual,1.6,,91021.0,17600.0,tienda,,
kia,sorento,2014.0,ex,Gris,Nafta,5.0,automatica,2.4,,183000.0,16500.0,particular,,4x2
baic,x55,2021.0,luxury,Blanco,Nafta,,,1.5,1,10700.0,26500.0,particular,,
chevrolet,tracker,2014.0,ltz,Gris,Nafta,5.0,automatica,1.8,1,112000.0,13500.0,particular,140.0,4x4
kia,sportage,2021.0,lx mpi,Blanco,Nafta,5.0,automatica,2.0,,91000.0,33000.0,concesionaria,,
volkswagen,nivus,2025.0,tsi 200 outfit,Gris,Nafta,5.0,,1.0,,0.0,27600.0,tienda,,
renault,duster,2014.0,confort plus abs,Gris,Nafta,5.0,manual,1.6,,160000.0,11040.0,concesionaria,110.0,4x2
jeep,compass,2018.0,longitude,Azul,Nafta,5.0,,2.4,,79000.0,23192.0,concesionaria,,
ford,ecosport,2006.0,xl plus,Negro,Nafta/GNC,5.0,manual,1.6,,163000.0,6800.0,particular,,
toyota,corollacross,2024.0,xei ecvt,Gris,Híbrido,5.0,,1.8,1,14000.0,34000.0,particular,,
jeep,renegade,2017.0,sport plus,Negro,Nafta,5.0,manual,1.8,,102000.0,17800.0,particular,,
bmw,x6,2013.0,35i sportive,Blanco,Nafta,5.0,,3.0,,140000.0,47000.0,concesionaria,306.0,4x4
chevrolet,tracker,2018.0,ltz,Gris,Nafta,5.0,,1.8,,140000.0,18500.0,concesionaria,,4x4
ford,territory,2025.0,ecoboost titanium,Azul,Nafta,5.0,automatica,1.8,,0.0,46000.0,tienda,,
peugeot,2008,2018.0,allure,Blanco,Nafta,5.0,manual,1.6,,95000.0,7283.0,concesionaria,,
hyundai,tucson,2017.0,16v,Negro,Nafta,5.0,manual,2.0,,125000.0,22000.0,particular,,
renault,duster,2024.0,intens,Gris,Híbrido,,manual,1.6,0,14066.0,21368.0,tienda,,
jeep,renegade,2024.0,longitude,Gris,Nafta,5.0,automatica,1.3,,0.0,30296.0,tienda,,4x2
ford,ecosport,2018.0,se,Gris,Nafta,5.0,manual,1.5,,86000.0,15920.0,concesionaria,123.0,4x2
mercedesbenz,claseglc,2019.0,glc250 300 atomatico,Blanco,Nafta,5.0,,2.0,1,40000.0,62000.0,concesionaria,,4x4
nissan,xtrail,2023.0,exclusive,Grafito,Nafta,5.0,automatica,2.5,1,48300.0,47920.0,tienda,,4x4
chery,tiggo2,2020.0,confort,,Nafta,5.0,manual,1.5,1,121752.0,15510.0,concesionaria,,
chery,tiggo4pro,2023.0,comfort,Celeste,Nafta,5.0,manual,1.5,,14500.0,23000.0,tienda,,
kia,soul,2016.0,ex,Azul,Nafta,5.0,automatica,1.6,,60000.0,18900.0,concesionaria,132.0,
chevrolet,tracker,2023.0,turbo,,Nafta,5.0,automatica,1.2,,6000.0,22800.0,particular,,
renault,duster,2025.0,tce turbo iconic,Gris,Nafta,5.0,manual,1.3,1,0.0,26740.0,tienda,155.0,4x4
peugeot,2008,2017.0,thp sport,Negro,Nafta,5.0,manual,1.6,,65000.0,12720.0,concesionaria,,
volkswagen,taos,2021.0,250 tsi hero,Plateado,Nafta,5.0,,1.4,1,36000.0,30800.0,particular,,
audi,q5,2011.0,tfsi,Blanco,Nafta,5.0,manual,2.0,,122300.0,14400.0,concesionaria,211.0,4x4
volkswagen,tiguan,2010.0,tsi sport style,Negro,Nafta,5.0,automatica,2.0,,165500.0,12800.0,particular,,
renault,duster,2016.0,ph2 privilege,Rojo,Nafta,5.0,manual,2.0,1,118000.0,17600.0,particular,143.0,4x4
chevrolet,tracker,2022.0,ltz turbo,Blanco,Nafta,5.0,automatica,1.2,,48582.0,25520.0,tienda,,
ford,territory,2025.0,ecoboost titanium,Rosa,Nafta,5.0,automatica,1.8,,0.0,37281.0,tienda,,
volkswagen,taos,2023.0,250 tsi comfortline,Azul,Nafta,5.0,,1.4,,29000.0,30000.0,particular,,
chevrolet,tracker,2017.0,ltz,Blanco,Nafta,5.0,automatica,1.8,,75000.0,16000.0,particular,140.0,4x4
chevrolet,tracker,2025.0,turbo ltz,Rojo,Nafta,5.0,automatica,1.2,,0.0,24400.0,tienda,,
bmw,x1,2025.0,okm 2025 black edition,Negro,Nafta,5.0,,,,0.0,59900.0,concesionaria,156.0,4x2
peugeot,2008,2018.0,allure,Gris,Nafta,5.0,manual,1.6,,68000.0,16000.0,particular,,
ford,ecosport,2016.0,titanium,Negro,Nafta,5.0,manual,1.6,0,131000.0,14400.0,particular,110.0,4x2
chery,tiggo3,2016.0,confort,Blanco,Nafta,5.0,manual,1.6,1,112000.0,12000.0,particular,,
renault,duster,2025.0,tce turbo iconic,Gris,Nafta,5.0,manual,1.3,,0.0,25246.0,tienda,155.0,4x4
citroen,c4cactus,2019.0,thp shine,Rojo,Nafta,,,1.6,,63000.0,15920.0,concesionaria,,
renault,captur,2019.0,zen,Gris,Nafta,5.0,manual,2.0,,65500.0,16800.0,concesionaria,,
volkswagen,nivus,2025.0,tsi 200 outfit,Blanco,Nafta,5.0,,1.0,,0.0,28720.0,tienda,,
chevrolet,tracker,2017.0,ltz,Negro,Nafta,5.0,automatica,1.8,,89000.0,17500.0,concesionaria,140.0,4x4
ford,ecosport,2014.0,freestyle,Gris,Nafta,5.0,manual,1.6,,120000.0,13800.0,concesionaria,110.0,4x2
dodge,journey,2010.0,rt filasdvdtecho,Negro,Nafta,5.0,automatica,2.7,,120000.0,11500.0,concesionaria,,
audi,q3,2013.0,tfsi,Naranja,Nafta,5.0,manual,2.0,,160000.0,20000.0,concesionaria,170.0,4x4
ford,kuga,2017.0,sel,Azul,Nafta,5.0,automatica,2.0,,97000.0,22400.0,concesionaria,,4x4
renault,duster,2024.0,tce turbo iconic,Gris,Nafta,5.0,manual,1.3,,0.0,20629.0,tienda,155.0,
bmw,x1,2017.0,sdrive 25i xline,Gris,Nafta,5.0,manual,2.0,,106000.0,28000.0,concesionaria,231.0,
jeep,renegade,2016.0,sport,Rojo,Nafta,5.0,manual,1.8,,116000.0,15600.0,concesionaria,,
mercedesbenz,clasegle,2023.0,gle450,Plateado,Híbrido,5.0,,3.0,,30000.0,160000.0,particular,367.0,4x4
kia,sportage,2017.0,ex,Plateado,Nafta,5.0,manual,2.0,1,180000.0,19920.0,particular,154.0,
toyota,sw4,2018.0,srx,Gris,Diésel,5.0,automatica,2.8,,217000.0,42500.0,concesionaria,204.0,4x4
jeep,wrangler,2013.0,sport mtx,Verde,Nafta,3.0,manual,3.6,,50000.0,68000.0,concesionaria,284.0,
volkswagen,taos,2025.0,250 tsi highline bi tono,Plateado,Nafta,5.0,,1.4,1,0.0,35672.0,tienda,,
renault,dusteroroch,2019.0,outsider plus,Blanco,Nafta,,manual,2.0,0,117000.0,14400.0,particular,,
volkswagen,tiguan,2016.0,elegance tsi,Azul,Nafta,5.0,automatica,2.0,,120000.0,25000.0,concesionaria,200.0,
ford,ecosport,2017.0,s,Negro,Nafta,5.0,manual,1.6,,87000.0,14800.0,concesionaria,110.0,4x2
mercedesbenz,clasegle,2018.0,gle400 sport coupe,Blanco,Nafta,3.0,,3.0,1,210000.0,76000.0,particular,333.0,4x4
audi,q3,2025.0,40tfsi advance,Negro,Nafta,5.0,,2.0,,0.0,74000.0,concesionaria,180.0,4x4
toyota,corollacross,2023.0,seg ecvt,Gris,Híbrido,5.0,,1.8,,28500.0,35000.0,concesionaria,,
volkswagen,nivus,2025.0,tsi 200 comfortline,Azul,Nafta,5.0,,1.0,1,1111.0,28000.0,concesionaria,,
renault,captur,2019.0,intens,Rojo,Nafta,5.0,automatica,1.6,1,40000.0,5300.0,concesionaria,,
chevrolet,tracker,2025.0,turbo,Azul,Nafta,5.0,automatica,1.2,,0.0,22160.0,tienda,,
bmw,x3,2014.0,35i executive,Gris,Nafta,5.0,,3.0,,97500.0,30000.0,particular,306.0,4x4
renault,duster,2019.0,ph2 expression,Gris,Nafta,5.0,manual,1.6,,95688.0,15920.0,concesionaria,,4x2
renault,duster,2011.0,privilege,Negro,Nafta,5.0,manual,2.0,0,193000.0,8400.0,particular,138.0,4x2
toyota,sw4,2010.0,srv cuero i,Azul,Diésel,5.0,,3.0,0,275500.0,23500.0,particular,171.0,4x4
jeep,commander,2022.0,td380 at9 limited,,Diésel,5.0,,2.0,,45000.0,36800.0,particular,,4x4
ford,ecosport,2013.0,titanium,Blanco,Nafta,5.0,manual,1.6,,126000.0,10480.0,concesionaria,110.0,4x2
chevrolet,tracker,2025.0,suv rs turbo velocidades,Negro,Nafta,5.0,,1.2,,0.0,25120.0,tienda,132.0,
renault,duster,2019.0,ph2 dynamique,Gris,Nafta,5.0,manual,1.6,,80000.0,15800.0,particular,,4x2
volkswagen,taos,2025.0,250 tsi highline,Dorado,Nafta,5.0,,1.4,,0.0,35560.0,tienda,,
jeep,renegade,2018.0,sport plus,Gris,Nafta,5.0,automatica,1.8,,72000.0,18800.0,concesionaria,,
ford,ecosport,2017.0,gdi freestyle,Negro,Nafta,5.0,,2.0,1,120000.0,14800.0,concesionaria,170.0,4x4
ford,ecosport,2018.0,titanium,Negro,Nafta,3.0,manual,1.5,,97000.0,7200.0,particular,123.0,4x2
jeep,renegade,2025.0,longitude,Azul,Nafta,5.0,automatica,1.3,1,0.0,29709.0,tienda,,4x2
jeep,compass,2018.0,longitude plus,Negro,Nafta,5.0,,2.4,1,46000.0,30000.0,particular,,4x4
chery,tiggo3,2016.0,confort,Plateado,Nafta,5.0,manual,1.6,,120000.0,13520.0,concesionaria,,
baic,x35,2025.0,luxury,Azul,Nafta,5.0,automatica,1.5,1,0.0,28200.0,concesionaria,,
toyota,corollacross,2023.0,seg,Plateado,Nafta,5.0,automatica,2.0,1,15000.0,36500.0,particular,,
fiat,pulse,2025.0,gse drive,Blanco,Nafta,5.0,manual,1.3,,0.0,9600.0,tienda,,
jeep,grandcherokee,2012.0,overland,Negro,Nafta,5.0,automatica,3.6,,142000.0,27900.0,concesionaria,286.0,
ford,ecosport,2020.0,freestyle,Blanco,Nafta,5.0,manual,1.5,1,85000.0,16000.0,particular,123.0,4x2
landrover,rangeroversport,2016.0,v8 sc hse,Gris,Nafta,5.0,,5.0,,58000.0,124900.0,concesionaria,,
jeep,commander,2025.0,td380 at9 limited,Negro,Diésel,5.0,,2.0,,0.0,41520.0,tienda,,4x4
renault,captur,2018.0,zen,Gris,Nafta,5.0,manual,2.0,0,62000.0,16280.0,concesionaria,,
nissan,kicks,2020.0,advance,Negro,Nafta,5.0,automatica,1.6,,70000.0,20080.0,concesionaria,,
ford,territory,2022.0,titanium,Blanco,Nafta,5.0,,1.5,,54000.0,29500.0,concesionaria,,
citroen,c4cactus,2018.0,vti 115 feel,Blanco,Nafta,5.0,manual,1.6,,59000.0,15600.0,particular,,
nissan,xterra,2008.0,dte se,Negro,Diésel,5.0,manual,2.8,,292000.0,16500.0,particular,,4x4
chery,tiggo,2016.0,f2 confort,Blanco,Nafta,5.0,manual,1.6,,147000.0,11120.0,particular,125.0,4x2
ford,ecosport,2018.0,se,Blanco,Nafta,5.0,manual,1.5,,150000.0,14640.0,concesionaria,123.0,4x2
bmw,x1,2024.0,sdrive 20i sportline,Negro,Nafta,5.0,manual,2.0,,0.0,77900.0,tienda,,
renault,captur,2018.0,intens,Rojo,Nafta,5.0,manual,2.0,0,100000.0,17600.0,concesionaria,,
volkswagen,tiguan,2019.0,premium tsi,Azul,Nafta,5.0,automatica,2.0,1,127000.0,35500.0,particular,200.0,
hyundai,tucson,2012.0,gl,,Nafta,5.0,manual,2.0,1,179000.0,15000.0,concesionaria,,4x2
renault,duster,2013.0,confort plus abs,Rojo,Nafta,5.0,manual,1.6,,155000.0,10500.0,concesionaria,110.0,4x2
ford,ecosport,2013.0,freestyle,Blanco,Nafta,5.0,manual,1.6,,56000.0,12800.0,concesionaria,110.0,4x2
nissan,xterra,2007.0,se,Gris,Diésel,5.0,manual,2.8,0,202000.0,11500.0,concesionaria,,4x4
jeep,compass,2024.0,t270 series,Rojo,Nafta,5.0,automatica,1.3,,1000.0,36070.0,tienda,,4x2
renault,duster,2011.0,ph2 privilege,Negro,Nafta,5.0,manual,2.0,,330000.0,11120.0,concesionaria,143.0,4x4
citroen,c3aircross,2024.0,aircross vti feel pack plazas,Negro,Nafta,5.0,manual,1.6,,2600.0,21440.0,concesionaria,,
renault,duster,2014.0,confort plus abs alu,Gris,Nafta,5.0,manual,1.6,,330000.0,8960.0,particular,110.0,4x2
peugeot,2008,2019.0,allure,Gris,Nafta,5.0,manual,1.6,1,70000.0,14800.0,particular,,
ford,ecosport,2017.0,se,Negro,Nafta,5.0,manual,1.5,,166500.0,15040.0,concesionaria,123.0,4x2
ford,ecosport,2018.0,se,Marrón,Nafta,5.0,manual,1.5,,70000.0,16000.0,particular,123.0,4x2
hyundai,tucson,2010.0,gls premium,Gris,Nafta,5.0,automatica,2.0,,121000.0,14000.0,concesionaria,,4x4
renault,duster,2025.0,tce turbo iconic,Gris,Nafta,5.0,manual,1.3,,0.0,16671.0,concesionaria,155.0,4x4
chevrolet,tracker,2016.0,ltz,Azul,Nafta,5.0,automatica,1.8,1,57726.0,17200.0,particular,140.0,4x4
toyota,rav4,2018.0,vx,Blanco,Nafta,5.0,,2.5,,136000.0,30960.0,concesionaria,,
chery,tiggo3,2017.0,confort,Negro,Nafta,5.0,manual,1.6,0,132500.0,12720.0,tienda,,
nissan,pathfinder,1991.0,,Negro,Nafta,5.0,manual,2.4,,316000.0,7600.0,concesionaria,,4x4
toyota,corollacross,2024.0,seg,Gris,Nafta,5.0,automatica,2.0,,11000.0,40900.0,concesionaria,,
fiat,500x,2020.0,16v pop,Rojo,Nafta,5.0,manual,1.4,,18000.0,21000.0,particular,,
bmw,x5,2017.0,35i pure excellence,Gris,Nafta,5.0,,3.0,1,102000.0,49500.0,concesionaria,306.0,4x4
citroen,c3aircross,2024.0,shine turbo 200 bitono,Blanco,Nafta,5.0,automatica,1.0,,20000.0,23920.0,concesionaria,,
volkswagen,tcross,2025.0,200 tsi trendline,Gris,Nafta,5.0,automatica,1.0,,0.0,25592.0,tienda,,
chevrolet,tracker,2023.0,premier l20,Rojo,Nafta,5.0,automatica,1.2,1,69900.0,25520.0,tienda,,
jeep,renegade,2023.0,trailhawk at9,Gris,Nafta,5.0,,1.3,,13000.0,39200.0,concesionaria,,4x4
ford,ecosport,2021.0,se,Blanco,Nafta,5.0,manual,1.5,,63000.0,15840.0,concesionaria,123.0,4x2
fiat,pulse,2025.0,audace,Blanco,Nafta,5.0,automatica,1.0,,0.0,25400.0,concesionaria,,
chevrolet,tracker,2025.0,,Plateado,Nafta,5.0,automatica,1.2,,500.0,21600.0,tienda,,
jeep,renegade,2019.0,sport plus,Plateado,Nafta,5.0,automatica,1.8,,73000.0,19500.0,particular,,
peugeot,2008,2025.0,gt,Gris,Nafta,5.0,,1.0,,0.0,32800.0,tienda,,
honda,hrv,2017.0,ex,Gris,Nafta,5.0,automatica,1.8,1,68000.0,19600.0,particular,,4x2
ford,ecosport,2015.0,freestyle,Negro,Nafta,5.0,manual,1.6,,47000.0,14000.0,concesionaria,110.0,4x2
dodge,journey,2016.0,sxt atx6 techo dvd,Negro,Nafta,5.0,,2.4,,89000.0,25000.0,concesionaria,170.0,
chery,tiggo2,2014.0,luxury,Negro,Nafta,5.0,automatica,2.0,,113000.0,10400.0,particular,,
citroen,c3aircross,2025.0,shine turbo 200 bitono,Blanco,Nafta,5.0,automatica,1.0,,0.0,26400.0,concesionaria,,
honda,hrv,2016.0,ex,Gris,Nafta,5.0,automatica,1.8,,165000.0,15920.0,particular,,4x2
honda,crv,2020.0,lx,Gris,Nafta,5.0,automatica,2.4,,94000.0,38000.0,concesionaria,175.0,4x2
volkswagen,nivus,2020.0,tsi highline,Rojo,Nafta,5.0,automatica,1.0,,90000.0,22320.0,concesionaria,,
hyundai,tucson,2008.0,n cvvt,Dorado,Nafta,5.0,manual,2.0,,240000.0,9500.0,particular,,4x4
peugeot,2008,2019.0,feline,Blanco,Nafta,5.0,manual,1.6,,33000.0,18000.0,particular,,
kia,sorento,2018.0,ex,Plateado,Nafta,5.0,automatica,2.4,,90200.0,31000.0,concesionaria,,4x2
renault,duster,2014.0,confort abs,Gris,Nafta,5.0,manual,1.6,0,100000.0,10400.0,particular,110.0,4x2
dodge,journey,2011.0,sxt filas,Gris,Nafta,5.0,automatica,2.4,,125000.0,9990.0,concesionaria,,
chevrolet,tracker,2021.0,turbo,Blanco,Nafta,5.0,manual,1.2,,58000.0,23000.0,concesionaria,,
fiat,pulse,2025.0,impetus,Plateado,Nafta,5.0,automatica,1.0,,0.0,23680.0,tienda,,
citroen,c4cactus,2024.0,vti 115 feel,Gris,Nafta,5.0,automatica,1.6,,26000.0,21280.0,particular,,
ford,ecosport,2017.0,freestyle,Azul,Nafta,5.0,manual,1.6,0,97000.0,16500.0,concesionaria,123.0,4x2
volkswagen,tcross,2020.0,comfortline,Blanco,Nafta,5.0,manual,1.6,,60000.0,21200.0,particular,,
jeep,renegade,2024.0,longitude,Blanco,Nafta,5.0,automatica,1.3,1,0.0,18320.0,tienda,,4x2
volkswagen,taos,2023.0,250 tsi highline,Gris,Nafta,5.0,,1.4,1,24000.0,33600.0,particular,,
fiat,pulse,2025.0,audace,Rojo,Nafta,5.0,automatica,1.0,,0.0,14000.0,concesionaria,,
peugeot,2008,2025.0,allure,Gris,Nafta,5.0,,1.0,,0.0,26560.0,concesionaria,,
hyundai,tucson,2019.0,ctecho,Blanco,Nafta,5.0,,2.0,1,96000.0,30900.0,particular,,
jeep,renegade,2025.0,trailhawk at9,Gris,Nafta,5.0,,1.3,,0.0,36400.0,tienda,,4x4
